ftwTotalContent,Total Content:,,,,,,,,
ftwWithdraw,Withdraw Fuel,,,,,,,,
Cancel,Cancel,,,,,,,,
Effective Range:,Current Range:,,,,,,,,
(Invalid Name),(Invalid Name),,,,,,,,
AbbrevBase,BA,,,,,,,,
AbbrevCV,CV,,,,,,,,
AbbrevGV,HV,,,,,,,,
AbbrevSV,SV,,,,,,,,
Accept,Accept,,,,,,,,
Access,Access,,,,,,,,
Action,Action,,,,,,,,
AllowedInBlueprint,Allowed in BP,,,,,,,,
AllowPlacingAt,Placeable,,,,,,,,
Ammo:,Ammo:,,,,,,,,
AmmoCapacity,Magazine Capacity,,,,,,,,
AmmoType,Ammo,,,,,,,,
Armor,Armor,,,,,,,,
Atmo Density:,Density:,,,,,,,,
Audio,Audio,,,,,,,,
Back,Back,,,,,,,,
Backup,Backup,,,,,,,,
Base_New,New Base,,,,,,,,
"Base,MS","CV,BA",,,,,,,,
"Base,MS,GV","BA,CV,HV",,,,,,,,
"Base,MS,SS,GV","BA,CV,SV,HV",,,,,,,,
"Base,MS,Terrain","BA,CV,T",,,,,,,,
Blueprints,Blueprints,,,,,,,,
Booster:,Booster:,,,,,,,,
bptypeOwn,Own,,,,,,,,
bptypeStock,Stock,,,,,,,,
bptypeWorkshop,Workshop,,,,,,,,
Cockpit,Cockpit,,,,,,,,
Connect,Connect,,,,,,,,
Construction Queue,CONSTRUCTION QUEUE,,,,,,,,
Constructor,Constructor,,,,,,,,
Consumption:,Curr. Consumption:,,,,,,,,
Container,Container,,,,,,,,
Container Inventory,CONTAINER INVENTORY,,,,,,,,
Controllable Units,Controllable Units,,,,,,,,
Controls,Controls,,,,,,,,
Core,Core,,,,,,,,
Create,Create,,,,,,,,
Create Faction,Create Faction,,,,,,,,
Creative,Creative,,,,,,,,
CurrentDurability,Current Durability,,,,,,,,
CV_New,New CV,,,,,,,,
Damage,Damage,,,,,,,,
Delete,Delete,,,,,,,,
Demote,Demote,,,,,,,,
Diameter:,Diameter:,,,,,,,,
Distance:,Distance:,,,,,,,,
DmgMultiplierHead,Dmg Multi Head,,,,,,,,
Docked:,Docked:,,,,,,,,
Drop,DROP,,,,,,,,
Edit,Edit,,,,,,,,
Effect,Effect,,,,,,,,
EffectiveAgainst,Effective Against,,,,,,,,
Empty World:,Empty World:,,,,,,,,
ENERGY,ENERGY,,,,,,,,
Energy Items,ENERGY ITEMS,,,,,,,,
EnergyIn,Energy In,,,,,,,,
EnergyOut,Energy Out,,,,,,,,
EscapePod,Escape Pod,,,,,,,,
EscapePod_NewStart,Escape Pod,,,,,,,,
Exit,EXIT,,,,,,,,
ExplosionRadius,Explosion Radius,,,,,,,,
Faction,Faction,,,,,,,,
Faction Abbreviation,Faction Abbreviation,,,,,,,,
Factions,Factions,,,,,,,,
Filter:,Filter:,,,,,,,,
FlyDir,Flight Direction,,,,,,,,
FlyDirBottom,Flight Direction (Bottom),,,,,,,,
FlyDirTop,Flight Direction (Top),,,,,,,,
Food Processor,Food Processor,,,,,,,,
Food:,Food:,,,,,,,,
FoodDecayTime,Perish Time,,,,,,,,
FoodValue,Food,,,,,,,,
Fuel Tank,Fuel Tank,,,,,,,,
Fuel:,Fuel:,,,,,,,,
FuelValue,Fuel Value,,,,,,,,
Fullscreen,Fullscreen,,,,,,,,
Game Mode:,Game Mode:,,,,,,,,
Game Name:,Game Name:,,,,,,,,
Generator,Generator,,,,,,,,
Global:,Global:,,,,,,,,
Gravity:,Gravity:,,,,,,,,
GV,HV,,,,,,,,
GV_New,New HV,,,,,,,,
Hardness,Armor,,,,,,,,
Health:,Health:,,,,,,,,
HealthValue,Health,,,,,,,,
Helmet:,Helmet:,,,,,,,,
Hint:,Hint:,,,,,,,,
HitPoints,Hit Points,,,,,,,,
Hover Engine,Hover Engine,,,,,,,,
Hover Height:,Hover Height:,,,,,,,,
In-Game Hints:,In-Game Hints:,,,,,,,,
Input Setup,Input Setup,,,,,,,,
Invert Mouse,Invert Mouse,,,,,,,,
IP Address:,IP Address:,,,,,,,,
IsOxygenTight,Airtight,,,,,,,,
ItemsPerHour,Ores per Hour,,,,,,,,
ItemStorageLimit,Storage Limit,,,,,,,,
Jetpack:,Jetpack:,,,,,,,,
Join,Apply,,,,,,,,
Language:,Language:,,,,,,,,
Leave,Leave,,,,,,,,
Load,Load,,,,,,,,
Load Game,Load Game,,,,,,,,
Loading...,Loading...,,,,,,,,
Location,Location,,,,,,,,
Mass,Mass,,,,,,,,
Mass:,Mass:,,,,,,,,
Max Consumption:,Max. Consumption:,,,,,,,,
Max. Output:,Max. Output:,,,,,,,,
MaxCount,Maximum Amount,,,,,,,,
Misc,Misc,,,,,,,,
missing,missing,,,,,,,,
Moons:,Moons:,,,,,,,,
Mouse Sensitivity,Mouse Sensitivity,,,,,,,,
MS,CV,,,,,,,,
"MS,GV","CV,HV",,,,,,,,
"MS,SS","CV,SV",,,,,,,,
"MS,SS,GV","CV,SV,HV",,,,,,,,
Music Volume,Music Volume,,,,,,,,
Name,Name,,,,,,,,
Name:,Name:,,,,,,,,
NameBase,Base,,,,,,,,
NameCV,Capital Vessel,,,,,,,,
NameGV,Hover Vessel,,,,,,,,
NameSV,Small Vessel,,,,,,,,
Next bottle [s]:,Next bottle [s]:,,,,,,,,
NoRotation,No Rotation,,,,,,,,
not supported,not supported,,,,,,,,
O2Value,O2 Value,,,,,,,,
Off,Off,,,,,,,,
On,On,,,,,,,,
Operational time [h:mm]:,Operational time [h:mm]:,,,,,,,,
Options,OPTIONS,,,,,,,,
Output Items,OUTPUT ITEMS,,,,,,,,
Overall Status,Overall Status,,,,,,,,
Oxygen:,Oxygen:,,,,,,,,
OxygenValue,Oxygen,,,,,,,,
Passengers:,Passengers:,,,,,,,,
Place,Placement,,,,,,,,
Player,Player,,,,,,,,
Player Inventory,Player Inventory,,,,,,,,
Player Setup,PLAYER SETUP,,,,,,,,
Player's Level:,Player's Level:,,,,,,,,
Port:,Port:,,,,,,,,
Power Left:,Power Left:,,,,,,,,
Power Usage:,Power Usage:,,,,,,,,
Powered:,Powered:,,,,,,,,
Primary,Primary,,,,,,,,
Processing Queue,Processing Queue,,,,,,,,
Promote,Promote,,,,,,,,
Properties,Properties,,,,,,,,
Quality,Quality,,,,,,,,
RadiationValue,Radiation,,,,,,,,
RCS,RCS,,,,,,,,
Remove,Remove,,,,,,,,
Rename,Rename,,,,,,,,
Rename Faction,Rename Faction,,,,,,,,
RepairPerSecond,Repair per Second,,,,,,,,
Repairs,Repair limited to,,,,,,,,
Required Unlock Points:,Required Unlock Points:,,,,,,,,
Reset to Defaults,Reset to Defaults,,,,,,,,
Resolution,Resolution,,,,,,,,
Resume Game,RESUME GAME,,,,,,,,
ROF,Rate of Fire,,,,,,,,
RotSpeed,Rotation Speed (d/s),,,,,,,,
Save Date,Save Date,,,,,,,,
Secondary,Secondary,,,,,,,,
Seed:,Seed:,,,,,,,,
Select Color:,Select Color:,,,,,,,,
Server Port:,Server Port:,,,,,,,,
Show Pre-Alpha Info,Show Pre-Alpha Info,,,,,,,,
Size:,Size:,,,,,,,,
SizeInBlocks,"Size (W,H,D)",,,,,,,,
Speed:,Speed:,,,,,,,,
SS,SV,,,,,,,,
"SS,GV","SV,HV",,,,,,,,
Stamina:,Stamina:,,,,,,,,
StaminaValue,Stamina,,,,,,,,
Start Game,Start Game,,,,,,,,
Start Location:,Start Location:,,,,,,,,
Status,STATUS,,,,,,,,
Status:,Status:,,,,,,,,
StatusEffect,Status Effect,,,,,,,,
Survival,Survival,,,,,,,,
SV_New,New SV,,,,,,,,
Tech Tree,Tech Tree,,,,,,,,
Tech Trees,Tech Trees,,,,,,,,
TemperatureValue,Body Temperature,,,,,,,,
Templates,TEMPLATES,,,,,,,,
Thruster,Thruster,,,,,,,,
ThrusterForce,Force,,,,,,,,
Total Volume,Total Volume,,,,,,,,
Trash,TRASH,,,,,,,,
Tutorial,Tutorial,,,,,,,,
Type:,Type:,,,,,,,,
Unit,Unit,,,,,,,,
Unlock,Unlock,,,,,,,,
UnlockCost,Unlock Cost,,,,,,,,
UnlockLevel,Unlock Level,,,,,,,,
Video,Video,,,,,,,,
wdwConstructorOld,Constructor (old - please replace),,,,,,,,
headBpName,Name,,,,,,,,
headBpSource,Src,,,,,,,,
headBpType,Type,,,,,,,,
headResType,Type,,,,,,,,
hint_CHAPTYPE_AlreadyCompleted,{0} already completed,,,,,,,,
hint_CHAPTYPE_LevelLimited,{0} has a player level limit,,,,,,,,
hint_CHAPTYPE_RewardLimited,{0} needs to be rewarded,,,,,,,,
hintAmount>MaxStackCount,Amount > max. stack count ({0}),,,,,,,,
hintBlueprintWithNameAlreadyExists,Blueprint with this name already exists,,,,,,,,
hintBpCvSpawningNotAllowed,CV spawning not allowed in this playfield,,,,,,,,
hintBpNotAllowedType,Exceeds max number for certain block type or blueprint type disabled by server,,,,,,,,
hintBpNotUsable,Contains forbidden block or has wrong version,,,,,,,,
hintBpTooLarge,Blueprint size is restricted by the server,,,,,,,,
hintCannotBuyFromMyself,Cannot buy from myself,,,,,,,,
hintCannotBuyHaveOnlyNCredits,"Cannot buy, have only {0} credits",,,,,,,,
hintCannotBuyNoSpaceInInventory,"Cannot buy, no space in Inventory",,,,,,,,
hintCannotPublishStockScenario,Cannot publish stock scenario,,,,,,,,
hintCannotPublishSubscribedScenario,Cannot publish subscribed scenario,,,,,,,,
hintCannotSellDontHaveThatItem,"Cannot sell, have no {0}",,,,,,,,
hintCannotSellToMyself,Cannot sell to myself,,,,,,,,
hintCheckPdaWhenInGame,"Gameplay questions? The PDA ( '{0}' ) not only provides answers in the Knowledge Base, but also offers detailed info about the Tutorial!",,,,,,,,
hintClaimGoodsAtTS,Claim goods at correct Trading Station,,,,,,,,
hintContainsForbiddenFiles,"Contains forbidden files (e.g. raw, png, area)",,,,,,,,
hintCount>OfferedCount,Count > offered count,,,,,,,,
hintCreateSaleOfferAtTS,Create For-Sale offer at a Trading Station,,,,,,,,
hintEnterAmount,Please enter an amount,,,,,,,,
hintEnterAmount>0,Amount has to be > 0,,,,,,,,
hintEnterDuration,Please enter a duration,,,,,,,,
hintEnterDuration>0,"Duration must be >0 and in correct format (e.g., 2h 5m)",,,,,,,,
hintEnterNameToSave,Enter name to save,,,,,,,,
hintEnterPrice,Please enter a price,,,,,,,,
hintEnterPrice>0,Price has to be > 0,,,,,,,,
hintHaveOnlyNCredits,You only have {0} credits,,,,,,,,
hintHaveOnlyNItems,You only have {0}x {1},,,,,,,,
hintHaveOnlyNToSell,You only have {0}x to sell,,,,,,,,
hintMalformedAmount,Malformed amount,,,,,,,,
hintMalformedPrice,Malformed price,,,,,,,,
hintMaxDurationIs,Maximum duration is {0},,,,,,,,
hintNameAlreadyPublished,Published item uses name,,,,,,,,
hintNotYetAllowedToBuyThisItem,You're not yet allowed to buy this item,,,,,,,,
hintPublishedByOtherPlayer,Scenario has been deleted or published by another player,,,,,,,,
hintSelectItem,Please select an item,,,,,,,,
hintSelectItemInList,Please select an item in the list,,,,,,,,
hintSellGoodsAtTS,Sell goods at the correct Trading Station,,,,,,,,
hintSetupColliderDims1D,Enlarge: LeftCtrl + NumPad 5\nShrink: LeftCtrl + LeftAlt + NumPad 5,,,,,,,,
hintSetupColliderDims3D,Enlarge: LeftCtrl + NumPad\nShrink: LeftCtrl + LeftAlt + NumPad,,,,,,,,
hintTotalDataTooLarge,Scenario is too large (limit is {0} MB),,,,,,,,
hintTSOnlyShowsTSOffers,[Only offers of this Trading Station are shown],,,,,,,,
hintUpdatingScenarioData,Currently uploading scenario data...,,,,,,,,
hssHoverHeight,Hover Height:,,,,,,,,
hudOreWithAmount,{0}\n({1}% ores left of ca. {2}),,,,,,,,
hudToTarget,to {0},,,,,,,,
igmBlockAccess,Press '{{0}}' to access {0},,,,,,,,
igmBlockCountExceeded,Cannot place {0} as only {1} allowed! Currently placed: {2},,,,,,,,
igmBlockPickup,Press '{{0}}' to pick up {0},,,,,,,,
igmBlockTooFarFromCenter,Too far away from the center of the structure,,,,,,,,
igmBlockWrongFaction,Cannot access {0}: other faction!,,,,,,,,
igmBpSaveError,Could not save Blueprint!,,,,,,,,
igmCanEnterAsPassenger,You can enter a planet only as a passenger!,,,,,,,,
igmCannotChangeStructure,You cannot change this structure with the Multitool,,,,,,,,
igmCannotDigHere,You cannot dig here,,,,,,,,
igmCannotEnterTooNearToPlanet,"Cannot enter, too close to a planet!",,,,,,,,
igmCannotPlaceAtRegenerateable,Cannot place a block in a regenerateable Base,,,,,,,,
igmCannotPlaceBlockOn,You cannot place this block on {0}. Please check the block attributes for further info.,,,,,,,,
igmCannotPlaceGeneral,Cannot place it here,,,,,,,,
igmCannotPlaceInSpace,You can not place this in space,,,,,,,,
igmCannotPlaceOnPlanet,You can not place this on a planet,,,,,,,,
igmChapterAutoActivated,In your PDA chapter '{0}' was activated. Open PDA with F1,,,,,,,,
igmChapterCompleted,Congratulations! You completed PDA chapter '{0}',,,,,,,,
igmCloseDoor,Press '{{0}}' to close {0},,,,,,,,
igmConnectToBase,"To build here, point at a Base, press '{0}' and activate 'Connect to'",,,,,,,,
igmContainerAccess,Press '{{0}}' to access {0},,,,,,,,
igmCoreAccess,Press '{0}' to open Control Panel,,,,,,,,
igmCoreInfo,Core: {0} Faction,,,,,,,,
igmCreatedNew,Created new {0} ({1}),,,,,,,,
igmCurrentlyOccupied,Currently occupied!,,,,,,,,
igmCurrentlyOccupiedBy,Currently occupied by {0}!,,,,,,,,
igmCVCannotEnterPlanet,"You cannot enter this planet with a CV, please turn around",,,,,,,,
igmCVsNotAllowed,Capital vessels are not allowed to spawn in this playfield,,,,,,,,
igmDetachNotPossible,You cannot do this now - you have to wait,,,,,,,,
igmDieWhenContinueFlying,If you continue flying you will die!,,,,,,,,
igmDieWhenLeavingWorld,"If you continue leaving the world, you will die!",,,,,,,,
igmDrillerInWrongMode,"You cannot drill this, please switch to the right drilling mode",,,,,,,,
igmDroneBaseAttack,Warning! Drones are on their way to attack your base,,,,,,,,
igmDroneBaseDisabled,Congratulations! You have disabled the drone base. There will be no new drone attacks,,,,,,,,
igmEffectAlienParasiteStep1,An Alien parasite infected you. An antidote injection will prevent it from spreading out.,,,,,,,,
igmEffectAlienParasiteStep2,The parasite spreads further out. You will die if you don't apply the antidote injection.,,,,,,,,
igmEffectAlienParasiteStep3,The alien parasite has infected your brain. You are dying...,,,,,,,,
igmEffectApplyMedikitLarge,You applied a large medikit.,,,,,,,,
igmEffectApplyMedikitSmall,You applied a small medikit.,,,,,,,,
igmEffectCold,You are feeling cold.,,,,,,,,
igmEffectFire,You are burning. Get out of the lava.,,,,,,,,
igmEffectHeatStroke,You got a heat stroke.,,,,,,,,
igmEffectHot,You are feeling hot.,,,,,,,,
igmEffectLowFood,You are feeling very hungry. Find something to eat!,,,,,,,,
igmEffectMedicStation,Your health level is increasing.,,,,,,,,
igmEffectNoFood,You are dying from lack of food.,,,,,,,,
igmEffectNoOxygen,You have no oxygen to breathe.,,,,,,,,
igmEffectOxygenStation,Your oxygen is refilling.,,,,,,,,
igmEffectRadiationSick1,You are feeling the effect of radiation (Stage 1).,,,,,,,,
igmEffectRadiationSick2,You are feeling the effect of radiation (Stage 2).,,,,,,,,
igmEffectStaminaBoost,You obtained a Stamina boost.,,,,,,,,
igmEffectStaminaRecover,Your Stamina recovers.,,,,,,,,
igmEffectStimBoostDown,The Stamina boost is fading out and now you feel its side effect.,,,,,,,,
igmEffectStimBoostUp,You obtained a Stamina boost.,,,,,,,,
igmEmergencyBreakLowFuel,Initializing emergency break due to low fuel.,,,,,,,,
igmEnterCockpitGV,Press '{0}' to pilot the hover vessel,,,,,,,,
igmEnterCockpitMS,Press '{0}' to pilot the capital vessel,,,,,,,,
igmEnterCockpitSS,Press '{0}' to pilot the small vessel,,,,,,,,
igmEnterCode,Enter code:,,,,,,,,
igmEnterEntityGeneral,Press '{0}' to enter {1},,,,,,,,
igmEnterPassengerSeat,Press '{0}' to enter as a passenger,,,,,,,,
igmEnterPlayerBike,Press '{0}' to enter {2} or press {1} to pick it up,,,,,,,,
igmEnterTurret,Press '{{0}}' to remote control {0},,,,,,,,
igmEnterWorldOnlyTogether,You can enter the planet only in a ship with all players onboard!,,,,,,,,
igmExceededBases,In this version there is a limited number of bases you can create ({0}). Cannot create more for now,,,,,,,,
igmFindAnAtm,Find an ATM to transfer the money to your account,,,,,,,,
igmFlattenTerrainFirst,You need to flatten the terrain first,,,,,,,,
igmFlyInside,There is a not docked ship in your ship. Flying not possible,,,,,,,,
igmFlyRestriction,Flying only possible if all players leave the docked ships,,,,,,,,
igmForceStopGeneratorOff,Generator turned off while moving. Initializing forced stop of your ship,,,,,,,,
igmFreighterCanNotBeControlled,This freighter can not be controlled,,,,,,,,
igmFreighterLastWarning,Only 5min left until self destruction of freighter,,,,,,,,
igmFreighterSelfDestruction,Freighter self desctruction sequence has been activated. Freighter will explode in 30min,,,,,,,,
igmFreighterSpotted,Freighter has been spotted that carries valuable goods,,,,,,,,
igmGameSavedNoBackup,Game saved. Backup failed!,,,,,,,,
igmGameSavedWithBackup,Game saved. Backup created.,,,,,,,,
igmEffectHealBrokenLeg,Your broken leg has healed.,,,,,,,,
igmIncomingAsteroid,Meteorite incoming! Watch out - it may contain new resources!,,,,,,,,
igmInstanceTimeout,Instance will close in {0} seconds,,,,,,,,
igmInvalidItemForContainer,Cannot put this item here,,,,,,,,
igmInventoryFull,Cannot pick up - inventory full,,,,,,,,
igmItemAccessMany,Press '{0}' to pick up {2}x {1}\n(will be removed in {3}),,,,,,,,
igmItemAccessSingle,Press '{0}' to pick up {1}\n(will be removed in {3}),,,,,,,,
igmItemNoContribToBp,Item doesn't contribute to Blueprint production,,,,,,,,
igmJustBoughtNItems,Just bought {0}x {1} for {2} Cr,,,,,,,,
igmJustSoldNItems,Just sold {0}x {1} for {2} Cr,,,,,,,,
igmLeaveEscapePod,Press '{0}' to leave the escape pod,,,,,,,,
igmLeaveWorldOnlyAsPassenger,You can leave the planet only on a passenger seat!,,,,,,,,
igmLeaveWorldOnlyTogether,You can leave the world only in a ship with all players onboard!,,,,,,,,
igmMinutes,{0} minutes,,,,,,,,
igmMissionCompleted,Congratulations! You completed the mission '{0}',,,,,,,,
igmNeedArmorForO2Station,You need to be wearing Armor to refill O2,,,,,,,,
igmNo2ndCore,You cannot place a second core,,,,,,,,
igmNoCore,No core present!,,,,,,,,
igmNoExternalOxygen,No oxygen! Wearing your helmet may help.,,,,,,,,
igmNoO2InTanks,There is no O2 in the tanks,,,,,,,,
igmNoPrefabInBpFactory,No Blueprint in Factory,,,,,,,,
igmNoSpaceToPlace,No empty space to place block,,,,,,,,
igmO2AlreadyFull,O2 already full,,,,,,,,
igmO2Fill,Press '{0}' to use the O2 station,,,,,,,,
igmO2NeedsWater,Place it into the water,,,,,,,,
igmOpenDoor,Press '{{0}}' to open {0},,,,,,,,
igmOtherCompletedAction,{0} successfully completed '{1}',,,,,,,,
igmOtherFactionBaseNearby,Cannot build or drill nearby an enemy base,,,,,,,,
igmPassSeatNotActive,Passenger seat not activated,,,,,,,,
igmPickupPlantMany,Press '{{0}}' to pick up {1}x {0},,,,,,,,
igmPickupPlantSingle,Press '{{0}}' to pick up {0},,,,,,,,
igmPickupPlayerBike,Press '{0}' to pick up {1},,,,,,,,
igmPlaceBadResource,Bad resource/deposit configuration,,,,,,,,
igmPlaceCannotMine,{0}' cannot be auto mined,,,,,,,,
igmPlaceConnectTo,This device cannot be connected to a base. Press '{0}' to switch this mode off,,,,,,,,
igmPlaceNearRes,Auto Mining Device can only be placed near a resource,,,,,,,,
igmPlaceOnlyOne,A player may only place one Auto Mining Device near a resource,,,,,,,,
igmPlaceTooSmall,Resource deposit is too small for auto mining,,,,,,,,
igmPlanetVesselIsDead,AI Planet vessel is destroyed and will despawn,,,,,,,,
igmPlanetVesselRegeration,AI Planet vessel is regenerating,,,,,,,,
igmPlanetVesselRepairThrusters,AI Planet vessel is repairing its thrusters,,,,,,,,
igmPlayerDroneDistance,You are losing contact to your drone,,,,,,,,
igmPlayerDroneLost,Contact lost to your drone,,,,,,,,
igmPoiDiscovered,{0} discovered a new POI:\n{1},,,,,,,,
igmPressToEnterCode,Press '{0}' to enter lock code,,,,,,,,
igmPressToSwitch,Press '{{0}}' to switch {0},,,,,,,,
igmRemoveBlockFromMap,{0} is gone. Removing it from map,,,,,,,,
igmRepairLimit,Repair limit reached,,,,,,,,
igmRepairWouldDamage,It does not make sense to repair now. Wait until item is more damaged.,,,,,,,,
igmResourceDiscovered,{0} discovered a new resource:\n{1},,,,,,,,
igmResourceNearby,Cannot create nearby a resource deposit,,,,,,,,
igmRunOnlyWithJetpackOff,You can run only when jetpack is off,,,,,,,,
igmScrShot,Screenshot '{0}' saved,,,,,,,,
igmSeconds,{0} seconds,,,,,,,,
igmSectorLeaving,You need a warp drive to travel to a location outside your sector,,,,,,,,
igmSpawnColliderOverlaps,There is another object in the spawn area,,,,,,,,
igmSpawnNearOtherBase,Cannot spawn Player Drone near an enemy base,,,,,,,,
igmStopToExit,Please stop the ship to exit the cockpit,,,,,,,,
igmSwitchLightOff,Press '{0}' to switch light off,,,,,,,,
igmSwitchLightOn,Press '{0}' to switch light on,,,,,,,,
igmSwitchOnPower,Switch on the main power first,,,,,,,,
igmTroopsTransportClose,Warning! Enemy troop transport is approaching,,,,,,,,
igmTurretOnlyBA,You need to access this turret using the control panel either from the cockpit or a passenger seat,,,,,,,,
igmUseATM,Press '{0}' to use the Automated Teller Machine,,,,,,,,
igmUseBlock,Press '{{0}}' to use {0},,,,,,,,
igmUseConstructor,Press '{0}' to use the Constructor,,,,,,,,
igmUseFoodProcessor,Press '{0}' to use the Food processor,,,,,,,,
igmUseTradingStation,Press '{0}' to use the Trading Station,,,,,,,,
igmWaitReloadToExit,Please wait for reloading to finish,,,,,,,,
igmWarnDecompress,Decompressing '{0}'! Oxygen will be removed!,,,,,,,,
igmWarpCrystals,You have only {0} {1} but need {2} to warp,,,,,,,,
igmWarpInSpace,You can only warp in space,,,,,,,,
igmWarpJumpArrivedAlready,Arrived at target already,,,,,,,,
igmWarpJumpFlyFaster,You need to fly faster to activate warp jump,,,,,,,,
igmWarpJumpHeadTarget,You need to fly towards the target to activate warp jump,,,,,,,,
igmWarpJumpNoTarget,No warp jump target locked,,,,,,,,
igmWarpJumpNotAvail,You need a warp drive to jump,,,,,,,,
igmWarpJumpOnlyInCockpit,Warp jump only possible in cockpit of a capital ship or small vessel,,,,,,,,
igmWarpJumpPassengers,All players have to be in passenger seats,,,,,,,,
igmWeaponNotShootableHere,You cannot shoot this weapon on a planet,,,,,,,,
igmWeaponNotShootableUnderWater,You cannot shoot this weapon under water,,,,,,,,
igmWrongCode,Wrong code,,,,,,,,
igmWrongFaction,No access possible: wrong faction!,,,,,,,,
igmWrongFactionOrPrivate,Wrong faction or private!,,,,,,,,
igmYouCompletedAction,You successfully completed '{0}',,,,,,,,
inpAction1,Primary Action,,,,,,,,
inpAction2,Secondary Action,,,,,,,,
inpAutoBreak,Auto Brake,,,,,,,,
inpAutoRotate,Auto Rotate,,,,,,,,
inpBack,Back,,,,,,,,
inpBlockRotAxis-,Rotation Axis -,,,,,,,,
inpBlockRotAxis+,Rotation Axis +,,,,,,,,
inpBlueprintLib,Blueprint Library,,,,,,,,
inpBuildTools,Build Tools,,,,,,,,
inpConsole,Console,,,,,,,,
inpControlPanel,Control Panel,,,,,,,,
inpCreateBlueprint,Create Blueprint,,,,,,,,
inpCreativeMenu,Creative Menu,,,,,,,,
inpDown,Down,,,,,,,,
inpDropItem,Drop Item,,,,,,,,
inpFlashlight,Lights,,,,,,,,
inpForward,Forward,,,,,,,,
inpHelmet,Helmet,,,,,,,,
inpHudMode,HUD Display Mode,,,,,,,,
inpInventory,Inventory,,,,,,,,
inpJetpack,Jetpack,,,,,,,,
inpJumpUp,Jump / Up,,,,,,,,
inpLeft,Left,,,,,,,,
inpLookAround,Look Around,,,,,,,,
inpLowerBlueprint,Lower Blueprint,,,,,,,,
inpMainPowerSwitch,Main Power Switch,,,,,,,,
inpMap,Map,,,,,,,,
inpOpenUse,Open / Use,,,,,,,,
inpPause,Pause,,,,,,,,
inpPDA,PDA,,,,,,,,
inpPersonalLight,Player Shoulder Light,,,,,,,,
inpPlayerDrone,Player Drone,,,,,,,,
inpRaiseBlueprint,Raise Blueprint,,,,,,,,
inpReload,Reload,,,,,,,,
inpRight,Right,,,,,,,,
inpRollLeft,Roll Left,,,,,,,,
inpRollRight,Roll Right,,,,,,,,
inpRotateBlock-,Rotate Block -,,,,,,,,
inpRotateBlock+,Rotate Block +,,,,,,,,
inpRotateDown,Rotate Down,,,,,,,,
inpRotateLeft,Rotate Left,,,,,,,,
inpRotateRight,Rotate Right,,,,,,,,
inpRotateUp,Rotate Up,,,,,,,,
inpRun,Run,,,,,,,,
inpSaveScreenshot,Save Screenshot,,,,,,,,
inpScoreBoard,Score Board,,,,,,,,
inpShowHideFps,Show / Hide FPS,,,,,,,,
inpSwitchView,Switch View,,,,,,,,
inpTechTreeMenu,Tech Tree Menu,,,,,,,,
inpWarpDrive,Warp Drive,,,,,,,,
AreYouSure,Are you sure you want to do this?,,,,,,,,
Available Unlock Points:,Available Unlock Points:,,,,,,,,
Character Stats,CHARACTER STATS,,,,,,,,
Kill,Suicide,,,,,,,,
Level,Level,,,,,,,,
invBlueprints,Blueprints,,,,,,,,
invPDA,PDA,,,,,,,,
ivwOrigin,Origin:,,,,,,,,
lblAbbrCredits,CR,,,,,,,,
lblAccepted,accepted,,,,,,,,
lblAmount,Amount,,,,,,,,
lblAmount:,Amount:,,,,,,,,
lblATM,ATM,,,,,,,,
lblBalance,Balance,,,,,,,,
lblBalance:,Balance:,,,,,,,,
lblBgColor,Background Color,,,,,,,,
lblBuy,Buy,,,,,,,,
lblBuyableItems,Buyable Items,,,,,,,,
lblBuyCount:,Buy Count:,,,,,,,,
lblBuyer,Buyer,,,,,,,,
lblChapterDesc,Mission details,,,,,,,,
lblChooseStartPlanet,Choose Starting Planet,,,,,,,,
lblConnectToBA,Connect to {0},,,,,,,,
lblConnectToBANone,Connect not available,,,,,,,,
lblCreateBuyOffer,Create Buy Offer,,,,,,,,
lblCreateSellOffer,Create Sell Offer,,,,,,,,
lblDeposit:,Deposit:,,,,,,,,
lblDisabled,Disabled,,,,,,,,
lblDisplayText,Display Text,,,,,,,,
lblDuration,Duration,,,,,,,,
lblDuration:,Duration (h:m):,,,,,,,,
lblEnterLockCode,Please enter lock code (0000 = public),,,,,,,,
lblEnterTextHere,Enter text here...,,,,,,,,
lblExpired,expired/aborted,,,,,,,,
lblFeeNPercent:,Fee ({0}%):,,,,,,,,
lblFontSize,Font size,,,,,,,,
lblFor,for,,,,,,,,
lblHideStandardServers,Hide standard servers,,,,,,,,
lblHostedBy:,Hosted by:,,,,,,,,
lblInventory,Inventory,,,,,,,,
lblItem,Item,,,,,,,,
lblLeader,Leader,,,,,,,,
lblLoadingGame,Loading...,,,,,,,,
lblLocation,Location,,,,,,,,
lblLockCode:,Lock code:,,,,,,,,
lblMarketplace,Marketplace,,,,,,,,
lblMultiplayer,Multiplayer,,,,,,,,
lblNever,Never,,,,,,,,
lblNextProductInSeconds:,Next product [s]:,,,,,,,,
lblNoAbortTime,(No-Abort Time: {0}),,,,,,,,
lblOfferDetails,Offer Details,,,,,,,,
lblOffNoEnergy,Off (No energy source),,,,,,,,
lblOffNoMaterial,Off (No source material),,,,,,,,
lblOffNoStorage,Off (Storage full),,,,,,,,
lblOpenOnExceptions,Open on Exceptions,,,,,,,,
lblPlayerNeeds_LEVEL_ToActivate_CHAPTYPE,Player needs level {0} to be allowed to activate {1}!,,,,,,,,
